error,0.cx,0.cy,0.r,1.cx,1.cy,1.r
0.22222222222222213,0.0,0.0,2.0,4.0,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.888888888888889,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.7777777777777777,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.6666666666666665,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.5555555555555554,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.444444444444444,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.333333333333333,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.222222222222222,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,3.1111111111111107,0.0,1.0
0.22222222222222213,0.0,0.0,2.0,2.9999999999999996,0.0,1.0
0.2149972835681605,0.0,0.0,2.0,2.8888888888888884,0.0,1.0
0.20232780828043595,0.0,0.0,2.0,2.781390247104808,0.0,1.0
0.18705484988904075,0.0,0.0,2.0,2.6802263429645903,0.0,1.0
0.17054436793661337,0.0,0.0,2.0,2.58669891802007,0.0,1.0
0.15371260425006855,0.0,0.0,2.0,2.5014267340517633,0.0,1.0
0.13720260322419592,0.0,0.0,2.0,2.424570431926729,0.0,1.0
0.12145654173771615,0.0,0.0,2.0,2.355969130314631,0.0,1.0
0.10676024448102964,0.0,0.0,2.0,2.295240859445773,0.0,1.0
0.09327761984327652,0.0,0.0,2.0,2.241860737205258,0.0,1.0
0.08107973934724581,0.0,0.0,2.0,2.1952219272836198,0.0,1.0
0.07016963926974669,0.0,0.0,2.0,2.154682057609997,0.0,1.0
0.06050299132528476,0.0,0.0,2.0,2.119597237975124,0.0,1.0
0.05200473486631964,0.0,0.0,2.0,2.0893457423124815,0.0,1.0
0.04458194324317413,0.0,0.0,2.0,2.0633433748793215,0.0,1.0
0.03813337201129556,0.0,0.0,2.0,2.0410524032577344,0.0,1.0
0.03255623329959727,0.0,0.0,2.0,2.0219857172520865,0.0,1.0
0.027750756659371184,0.0,0.0,2.0,2.005707600602288,0.0,1.0
0.023623055142736826,0.0,0.0,2.0,1.9918322222726024,0.0,1.0
0.020086742556345127,0.0,0.0,2.0,1.980020694701234,0.0,1.0
0.017063664626207925,0.0,0.0,2.0,1.9699773234230613,0.0,1.0
0.01448402656154768,0.0,0.0,2.0,1.9614454911099573,0.0,1.0
0.012286129206695182,0.0,0.0,2.0,1.9542034778291835,0.0,1.0
0.01041586816400103,0.0,0.0,2.0,1.948060413225836,0.0,1.0
0.008826104853630015,0.0,0.0,2.0,1.9428524791438353,0.0,1.0
0.0074759840203521555,0.0,0.0,2.0,1.9384394267170202,0.0,1.0
0.006330246795135788,0.0,0.0,2.0,1.934701434706844,0.0,1.0
0.00535857015491592,0.0,0.0,2.0,1.9315363113092763,0.0,1.0
0.004534950799571336,0.0,0.0,2.0,1.9288570262318183,0.0,1.0
0.003837142679457492,0.0,0.0,2.0,1.9265895508320328,0.0,1.0
0.0032461515550520764,0.0,0.0,2.0,1.924670979492304,0.0,1.0
0.0027457862093726304,0.0,0.0,2.0,1.923047903714778,0.0,1.0
0.002322263635900726,0.0,0.0,2.0,1.9216750106100917,0.0,1.0
0.001963864230967463,0.0,0.0,2.0,1.9205138787921414,0.0,1.0
0.0016606324001011419,0.0,0.0,2.0,1.9195319466766576,0.0,1.0
0.0014041178089318623,0.0,0.0,2.0,1.9187016304766071,0.0,1.0
0.0011871526077009698,0.0,0.0,2.0,1.9179995715721412,0.0,1.0
0.0010036602218684298,0.0,0.0,2.0,1.9174059952682907,0.0,1.0
0.0008484916538304133,0.0,0.0,2.0,1.9169041651573564,0.0,1.0
0.0007172856320767085,0.0,0.0,2.0,1.9164799193304412,0.0,1.0
0.0006063493419178057,0.0,0.0,2.0,1.916121276514403,0.0,1.0
0.0005125568562256572,0.0,0.0,2.0,1.915818101843444,0.0,1.0
0.0004332627439288528,0.0,0.0,2.0,1.915561823415331,0.0,1.0
0.0003662286623825478,0.0,0.0,2.0,1.9153451920433666,0.0,1.0
0.0003095610349492517,0.0,0.0,2.0,1.9151620777121754,0.0,1.0
0.0002616581772975357,0.0,0.0,2.0,1.9150072971947008,0.0,1.0
0.00022116546656389402,0.0,0.0,2.0,1.914876468106052,0.0,1.0
0.0001869373489291476,0.0,0.0,2.0,1.91476588537277,0.0,1.0
0.0001580051560183815,0.0,0.0,2.0,1.9146724166983056,0.0,1.0
0.00013354985162797317,0.0,0.0,2.0,1.9145934141202965,0.0,1.0
0.00011287896035894196,0.0,0.0,2.0,1.9145266391944824,0.0,1.0
0.00009540704136407063,0.0,0.0,2.0,1.914470199714303,0.0,1.0
0.00008063916596448562,0.0,0.0,2.0,1.914422496193621,0.0,1.0
0.00006815693952734458,0.0,0.0,2.0,1.9143821766106386,0.0,1.0
0.000057606677594732036,0.0,0.0,2.0,1.914348098140875,0.0,1.0
0.000048689405533014485,0.0,0.0,2.0,1.9143192948020775,0.0,1.0
0.000041152401377239634,0.0,0.0,2.0,1.914294950099311,0.0,1.0
0.00003478204438350785,0.0,0.0,2.0,1.9142743738986223,0.0,1.0
0.000029397768161965043,0.0,0.0,2.0,1.9142569828764306,0.0,1.0
0.000024846948111709177,0.0,0.0,2.0,1.9142422839923496,0.0,1.0
0.00002100057903385577,0.0,0.0,2.0,1.9142298605182937,0.0,1.0
0.000017749620966622803,0.0,0.0,2.0,1.9142193602287767,0.0,1.0
0.000015001910054240897,0.0,0.0,2.0,1.9142104854182933,0.0,1.0
0.000012679547171823291,0.0,0.0,2.0,1.9142029844632662,0.0,1.0
0.00001071669047289503,0.0,0.0,2.0,1.9141966446896803,0.0,1.0
9.057689429881055e-6,0.0,0.0,2.0,1.914191286344444,0.0,1.0
7.6555075687601e-6,0.0,0.0,2.0,1.9141867574997289,0.0,1.0
6.470389252832831e-6,0.0,0.0,2.0,1.9141829297459445,0.0,1.0
5.4687327725316814e-6,0.0,0.0,2.0,1.914179694551318,0.0,1.0
4.622137827314798e-6,0.0,0.0,2.0,1.9141769601849319,0.0,1.0
3.9066004185184244e-6,0.0,0.0,2.0,1.9141746491160183,0.0,1.0
3.3018323490341395e-6,0.0,0.0,2.0,1.914172695815809,0.0,1.0
2.79068604544519e-6,0.0,0.0,2.0,1.9141710448996345,0.0,1.0
2.3586684067544716e-6,0.0,0.0,2.0,1.9141696495566118,0.0,1.0
1.9935299002682427e-6,0.0,0.0,2.0,1.9141684702224084,0.0,1.0
1.6849172618099706e-6,0.0,0.0,2.0,1.9141674734574583,0.0,1.0
1.424079953959989e-6,0.0,0.0,2.0,1.9141666309988274,0.0,1.0
1.2036220612687831e-6,0.0,0.0,2.0,1.9141659189588505,0.0,1.0
1.0172925933027432e-6,0.0,0.0,2.0,1.91416531714782,0.0,1.0
8.598082464894574e-7,0.0,0.0,2.0,1.9141648085015233,0.0,1.0
7.267036028213436e-7,0.0,0.0,2.0,1.9141643785974,0.0,1.0
6.142045177875977e-7,0.0,0.0,2.0,1.9141640152455988,0.0,1.0
5.191211078919844e-7,0.0,0.0,2.0,1.9141637081433398,0.0,1.0
4.3875730451614636e-7,0.0,0.0,2.0,1.9141634485827859,0.0,1.0
3.708344072650416e-7,0.0,0.0,2.0,1.9141632292041335,0.0,1.0
3.1342647530130385e-7,0.0,0.0,2.0,1.91416304378693,0.0,1.0
2.649057156828283e-7,0.0,0.0,2.0,1.9141628870736922,0.0,1.0
2.2389632944874727e-7,0.0,0.0,2.0,1.9141627546208344,0.0,1.0
1.8923550115790277e-7,0.0,0.0,2.0,1.9141626426726697,0.0,1.0
1.599404272495386e-7,0.0,0.0,2.0,1.9141625480549191,0.0,1.0
1.3518044929272666e-7,0.0,0.0,2.0,1.9141624680847056,0.0,1.0
1.1425350107674426e-7,0.0,0.0,2.0,1.9141624004944808,0.0,1.0
