error,0.cx,0.cy,0.r,1.cx,1.cy,1.r,2.cx,2.cy,2.r
0.5451431750551696,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.25474583613835694,0.0,0.0,1.0,1.0711980996743602,0.0,0.7813071403485459,0.19956767604494918,1.0711980996743602,0.7813071403485459
0.17182853225520303,0.0,0.0,1.0,1.0738410518490575,0.0,0.6671545356049271,0.2762847162232328,1.0572269227515325,0.6687004544886864
0.18344093180426693,0.0,0.0,1.0,1.0436975996668683,0.0,0.7405589241578971,0.32366981384626387,1.0124766875228601,0.7313303898667298
0.0947614945877587,0.0,0.0,1.0,1.10595681043733,0.0,0.7520741877954634,0.34587567845750306,1.0105305538908549,0.6218631185280009
0.10355416692804122,0.0,0.0,1.0,1.1098644562864235,0.0,0.7020446480681937,0.36596395640632357,1.005828184064083,0.58370296541842
0.09489741165969248,0.0,0.0,1.0,1.066629628456688,0.0,0.7250173438828524,0.3738863808290264,1.0268304843129479,0.6322173094236944
0.11547105168085209,0.0,0.0,1.0,1.0840994285286578,0.0,0.7874550520258972,0.3766400328907956,1.0128646693783583,0.6296842710737385
0.08987624174981206,0.0,0.0,1.0,1.086592813111514,0.0,0.7263212950971115,0.40749075815529673,0.9984297344011485,0.5893140041644113
0.06802824919305103,0.0,0.0,1.0,1.066514671623162,0.0,0.7601439631058802,0.42673476306956104,0.9693663863308222,0.6238969112742798
0.07337910906438998,0.0,0.0,1.0,1.0661717155632733,0.0,0.7255617291761159,0.44659181082268307,0.9574420427890583,0.6007646377057462
0.0631227078816232,0.0,0.0,1.0,1.0764056388229386,0.0,0.7636279464178883,0.4524579155730966,0.9629478021902953,0.6327006242281837
0.06761442788509435,0.0,0.0,1.0,1.0816265297743173,0.0,0.7304166982664556,0.46602261216459057,0.9607454881942638,0.6075352218671515
0.04816946402049834,0.0,0.0,1.0,1.0666695169483098,0.0,0.7555449400305687,0.4798245617221242,0.9380978151703162,0.6336424363625858
0.06615141116459858,0.0,0.0,1.0,1.061532061192454,0.0,0.7741104572128927,0.4963473772671762,0.9264365789506707,0.6525338607602877
0.05019518224930326,0.0,0.0,1.0,1.0667360743159935,0.0,0.7401956878190934,0.5135188981663288,0.9216276160023799,0.6270590905495363
0.05539223196463512,0.0,0.0,1.0,1.080172151733769,0.0,0.7718915279375698,0.5127799679222274,0.9180884409460595,0.621029466835524
0.05554838865072148,0.0,0.0,1.0,1.0808683401574424,0.0,0.7579548004848667,0.5106785696675478,0.9213225365917842,0.6569999323274951
0.045824645835619814,0.0,0.0,1.0,1.0689113303789723,0.0,0.743716062903268,0.5222064528311694,0.9232877012460842,0.6249142686610505
0.05797589397175187,0.0,0.0,1.0,1.0811243302006426,0.0,0.7726716138331963,0.5215335150969977,0.9200483100668785,0.619398626666267
0.05309973064436933,0.0,0.0,1.0,1.081813828504653,0.0,0.7581757752073813,0.519424912301599,0.9234538346537121,0.657086045644707
0.04515795573210713,0.0,0.0,1.0,1.0703222951448226,0.0,0.7446174089291934,0.5305792445536589,0.9251357959306127,0.6264517164291471
0.044848373721528695,0.0,0.0,1.0,1.086766368322396,0.0,0.7669949692780135,0.5208563977506745,0.9142763251162753,0.6304018388495561
0.05346160773719019,0.0,0.0,1.0,1.0838959537881077,0.0,0.7615742425600449,0.5278898371383345,0.9249628815331351,0.6584068246745504
0.04509143373938075,0.0,0.0,1.0,1.0722350106616494,0.0,0.7479877115578457,0.5393664643022607,0.9264662262587298,0.627650591481778
