error,0.cx,0.cy,0.rx,0.ry,1.cx,1.cy,1.rx,1.ry,2.cx,2.cy,2.rx,2.ry,3.cx,3.cy,3.rx,3.ry
0.5027027027027027,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0
0.3266025735648641,0.007525707479388731,0.001366997895440684,1.0887434947393717,1.0887434947393717,2.992524770595808,0.004697271717519541,1.0887434947393717,1.0887434947393717,0.002574276167303995,2.998683480179756,0.9112565052606283,0.9112565052606283,2.997375245757499,2.9952522502072836,0.9112565052606283,0.9112565052606283
0.27321867321867316,0.012528775951117701,0.002281244939705454,1.141073899610976,1.141073899610976,2.9875586870106763,0.007816719689008506,1.141073899610976,1.141073899610976,0.004285885005436889,2.9978062272559085,0.8487336178495349,0.8487336178495349,2.9956266520327692,2.9920958081153772,0.8487336178495349,0.8487336178495349
0.27321867321867316,0.09043625450607906,0.016574732498954255,1.141073899610976,1.141073899610976,2.9102627288494096,0.05635842675892848,1.141073899610976,1.141073899610976,0.03094143822100954,2.9841245639684693,0.8487336178495349,0.8487336178495349,2.9683595784235015,2.9429422767736475,0.8487336178495349,0.8487336178495349
0.27321867321867316,0.16848401253742612,0.03182824972565648,1.141073899610976,1.141073899610976,2.833402592676052,0.10442136942408353,1.141073899610976,1.141073899610976,0.05768705596254771,2.9700785534681033,0.8487336178495349,0.8487336178495349,2.9404263388239738,2.8936718273821564,0.8487336178495349,0.8487336178495349
0.27321867321867316,0.24666942257195285,0.048111624086565115,1.141073899610976,1.141073899610976,2.7570117013702995,0.151960846843654,1.141073899610976,1.141073899610976,0.08452835013297892,2.955649847336913,0.8487336178495349,0.8487336178495349,2.9117905259247685,2.844277681732868,0.8487336178495349,0.8487336178495349
0.27321867321867316,0.3249880087855235,0.06550329370805873,1.141073899610976,1.141073899610976,2.6811278480380465,0.19892610216818743,1.141073899610976,1.141073899610976,0.11147157997431276,2.9408183745682703,0.8487336178495349,0.8487336178495349,2.882412563202117,2.794752229555483,0.8487336178495349,0.8487336178495349
0.2687273322266663,0.4034328550367489,0.08409186777977248,1.141073899610976,1.141073899610976,2.605794093014771,0.24525921187278515,1.141073899610976,1.141073899610976,0.13852376224360932,2.9255620962151663,0.8487336178495349,0.8487336178495349,2.8522492897048703,2.745086824132276,0.8487336178495349,0.8487336178495349
0.2316539896391301,0.47280664222604646,0.09224786812988363,1.2052081656671787,1.1416767266620877,2.5372538332512047,0.25137452916023073,1.2052081656671787,1.1416767266620877,0.14444155818871093,2.922141244969378,0.8480234628625388,0.8480234628625388,2.8454979663340376,2.734236357740507,0.8480234628625388,0.8480234628625388
0.1977618008550804,0.5344787801412397,0.09901324643033543,1.2587116245622987,1.1442477590273084,2.4760697452858205,0.2514209488867702,1.2587116245622987,1.1442477590273086,0.1472421228049093,2.920491713654,0.8449950031062975,0.8449950031062975,2.8422093517680302,2.729074091028894,0.8449950031062975,0.8449950031062975
