error,0.cx,0.cy,0.r,1.cx,1.cy,1.rx,1.ry,2.cx,2.cy,2.rx,2.ry
0.5451431750551694,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.31839183388840026,0.0,0.0,1.0,1.078938110086859,0.0,0.7990658830537538,0.9584669568768982,0.22126286029355843,1.078938110086859,0.9584669568768982,0.7990658830537538
0.22747490399522932,0.0,0.0,1.0,0.997623681315867,0.0,0.7461134489307091,0.9469948952948192,0.29674041460814177,1.1254941916366321,0.8936969776793666,0.6315371947587
0.15099743252171527,0.0,0.0,1.0,1.0253236894993634,0.0,0.6308678971114093,0.9258548431155255,0.3268772450340213,1.02794014047671,0.8728680341770025,0.6321469877100074
0.10784845844591293,0.0,0.0,1.0,1.0244038457979778,0.0,0.6627639333007448,0.9656755490636485,0.34672691982634546,1.0181267722130156,0.8214787224542537,0.5584106665162941
0.04928874217736043,0.0,0.0,1.0,1.0257639540917523,0.0,0.6070133200930048,0.9625586775915438,0.3818592551927911,0.9992906340734581,0.806412076480767,0.5307782303207365
0.04445105551112964,0.0,0.0,1.0,1.0260602612312573,0.0,0.5813003680446814,0.9614616812279857,0.39699816489148043,0.9910756419385318,0.7992543099731834,0.5173602257873537
0.0327583082840323,0.0,0.0,1.0,1.0370208629475408,0.0,0.6013557489728119,0.980278086038554,0.39802380996234427,0.9819284992603787,0.7966066020021361,0.5171445964066704
0.03618297425009186,0.0,0.0,1.0,1.02778045304874,0.0,0.6059077677716235,0.9899003643332841,0.40622213713923777,0.9692176552623446,0.8023980461916626,0.52519500471517
0.026591487187957834,0.0,0.0,1.0,1.0264504064585676,0.0,0.5864761831237874,0.9823686148664631,0.41636553525162945,0.9777189108337545,0.8064933570279648,0.5288689043114758
0.02745144277475408,0.0,0.0,1.0,1.022819949961576,0.0,0.6016891292474982,0.9912226833875617,0.41637664645410827,0.9742611748410089,0.8044776597240041,0.5261385283788135
0.025735012469539333,0.0,0.0,1.0,1.0218360964257858,0.0,0.5868241545991559,0.9855753486919353,0.42402890843579216,0.980512275337034,0.8075175244092374,0.5290630901769661
0.02328986753035528,0.0,0.0,1.0,1.0277719404258672,0.0,0.5986055533931226,0.9963606299058884,0.4245966352698278,0.9749077943972825,0.8059594770364232,0.5291309161138253
0.021614621495706626,0.0,0.0,1.0,1.027258091515247,0.0,0.586710348571621,0.9964092010281316,0.43225757073282145,0.970137623237443,0.8027302380578164,0.5234608157223573
0.019198974656675537,0.0,0.0,1.0,1.0163844834811164,0.0,0.5914830047092804,0.9959386513054508,0.434459603373135,0.9742488590280652,0.8080760592988823,0.5295730972138312
0.01938300017033716,0.0,0.0,1.0,1.0237622790884104,0.0,0.5902898249472629,1.000945514287869,0.43763764770490016,0.970847917147681,0.8025165678019706,0.5227090045855004
0.016483844243489105,0.0,0.0,1.0,1.0198562191357416,0.0,0.5899427577389266,1.0003004603195116,0.4406426122848134,0.9743703488096435,0.809403106887542,0.5326808513906685
0.01586106116025765,0.0,0.0,1.0,1.0261372419733816,0.0,0.5889703394306814,1.0046164596902738,0.4433852972541475,0.971428314068521,0.8045928537000362,0.5267816761514601
0.01512743869421432,0.0,0.0,1.0,1.0181380297944813,0.0,0.5924569666866668,1.004260691282771,0.44502369677077136,0.974387455894176,0.8085126573315199,0.5312755194796807
0.01582299666050533,0.0,0.0,1.0,1.02458122031225,0.0,0.5913230236055421,1.0057372388773675,0.4456664680388816,0.9736920870698956,0.8029687846078957,0.5253157069432078
0.01414242450606583,0.0,0.0,1.0,1.0213782528455306,0.0,0.591026871564271,1.0052015428076924,0.44812500730657795,0.9765020706210595,0.8085905542739914,0.5334705549157498
0.014386028593281197,0.0,0.0,1.0,1.0273813992503145,0.0,0.5899706863230634,1.0065751697318353,0.4487190059054675,0.9758816531550151,0.8033960734385347,0.5278809685732321
0.013322946670752678,0.0,0.0,1.0,1.02012147724048,0.0,0.5931276841645137,1.0062457802033857,0.45020665501991347,0.9785366452561092,0.8069596809715559,0.5319634125889223
0.01391711063137562,0.0,0.0,1.0,1.0258032593023374,0.0,0.5921080652310232,1.0075385799071064,0.4507593530326451,0.9779380495513611,0.8020775696134888,0.526720985627062
0.011998362920336115,0.0,0.0,1.0,1.0238814448835658,0.0,0.5914925181079506,1.0044884648932706,0.45110975648520474,0.9826822454206084,0.8058659224511324,0.5333954788447779
0.01515560659108988,0.0,0.0,1.0,1.0236743732813587,0.0,0.5853577751219273,1.0046607886168282,0.4549723103764969,0.980017313812627,0.8040531123877055,0.5306521887993674
0.012194848022238955,0.0,0.0,1.0,1.022225224698319,0.0,0.5945613206742305,1.0080760987576083,0.45345994256166283,0.9795673170684253,0.8016833505205758,0.5282079852543035
0.013575328173436159,0.0,0.0,1.0,1.020503367281599,0.0,0.5940283767946689,1.005391785901469,0.4537780540016099,0.98367944046944,0.8050158525887581,0.534064548625441
