error,0.cx,0.cy,0.rx,0.ry,0.t,1.cx,1.cy,1.rx,1.ry,1.t,2.cx,2.cy,2.rx,2.ry,2.t,3.cx,3.cy,3.rx,3.ry,3.t
0.75904923431279,-0.9486832980505135,1.5811388300841895,1.0,2.0,0.7853981633974483,-0.24157651686396608,2.288245611270737,1.0,2.0,0.7853981633974483,0.24157651686396653,2.288245611270737,2.0,1.0,0.7853981633974483,0.9486832980505139,1.5811388300841895,2.0,1.0,0.7853981633974483
0.6169276233351241,-1.0734056251249584,1.5092966705261976,1.1250814937624112,2.0638442705726208,0.6976569486314017,-0.2949269557740716,2.3134277550747866,0.9784508502816903,2.048711908332375,0.8206921383940038,0.42226034842057314,2.319859644206741,1.9681357016645522,0.897311940500524,0.876013196992813,0.9460722324787667,1.5961848189394174,1.8834569901208182,0.8583149478919931,0.7532855138918696
0.41669599522744416,-1.1817490973769367,1.3943197273207006,1.154066043444506,2.0970520645096484,0.7415439175306492,-0.2771020370150164,2.418580832400999,0.9302236477299007,2.013498337203935,0.7032798826281796,0.428855702230475,2.3161658346911285,1.8944701642938284,0.7539603256330923,0.9053081006659377,1.029995432161788,1.6097024943343143,1.870238478880732,0.9057765165625439,0.720853980708962
0.4258437206096757,-1.1494681890508498,1.4272601265325418,1.104960160503151,2.049359974675766,0.740960046621381,-0.397113370878279,2.4185358773536274,0.9762601360041453,2.011276206480705,0.6785265895255944,0.4469536560503178,2.337883321205959,1.9075703160464956,0.6719629132172774,0.9483872761234338,1.099627903879121,1.5550895636550146,1.893848470131859,0.937110348427924,0.6977224216383188
0.3293880774321277,-1.2162416829594234,1.3413612279736424,1.126792076425827,2.0908202316269064,0.7844314264393073,-0.36751383525293196,2.4578998723770744,0.918618879176115,2.038928911416442,0.6167995451559702,0.49762384042560787,2.360842991060632,1.9011095619955096,0.6389560855008046,0.9554015271460098,1.0861316777870575,1.5786647973357937,1.8294180074035824,0.8435703097112427,0.6634293914622301
0.288658310338618,-1.166543993813867,1.3724475185298275,1.117824530020024,2.070612556815934,0.8112747641510246,-0.4464385953057677,2.4327639506243313,0.9957027883516923,2.076309556030671,0.584873012484184,0.5530149987088416,2.3568314508461383,1.91640465561603,0.6200978109711273,0.983688123245011,1.0599675904111032,1.5767259687468458,1.8198016711322362,0.808954792740606,0.6350375946395082
0.2534116373941586,-1.2258146908489091,1.3150798061876061,1.091518675339545,2.075446637175861,0.8120917263645681,-0.4184187098443495,2.4656538598799527,0.9334574168182004,2.0828751910713903,0.5717778115219576,0.5500938497390883,2.3806481099444485,1.9125552316013896,0.5528092233496102,0.9907241604676533,1.0941395509544805,1.5773871127351353,1.8062992254153163,0.798724061079707,0.6079844078921176
0.21686198456892702,-1.20668654047391,1.3315114038712006,1.0625159460370668,2.052508983615724,0.8165473612261679,-0.4790037937251672,2.462664871320863,0.9962259628531802,2.10754832916897,0.559996022387259,0.6010250538952326,2.374971164567766,1.922896469341863,0.5413558009426676,1.0190837535899817,1.0846652803041548,1.569621448987313,1.7953950990264993,0.7580362071271499,0.5995398675749706
0.20621765266248446,-1.2501181388591147,1.288293443522164,1.0380556317693679,2.0562227081342774,0.8168833906577044,-0.45663127256677466,2.4896563937517877,0.9469406529405529,2.111424929583344,0.5564194097053695,0.5993650005168399,2.3885605622578647,1.9220702295742467,0.4905439745437906,1.01764836592726,1.1073844109093598,1.5722584892153264,1.7856360795100674,0.7517533662450134,0.5829506838101212
0.15918204844068967,-1.2362169182716747,1.2832650806447317,0.9959265793035125,2.03923695124214,0.8493960294762075,-0.4889141064665842,2.4919433842822754,0.9683196739766763,2.1382407328610014,0.5204721710002471,0.64277464764157,2.3789822709034003,1.9322345200784965,0.5102097978994581,1.0253476854899757,1.0823563770969993,1.5845781529167355,1.7812670760797427,0.7371736717849278,0.567414236986973
0.16819557302600902,-1.258761549126378,1.2558493583300194,0.9810682906843823,2.0447592305568,0.8542692056093768,-0.47492099299496654,2.503214827687958,0.9354506990723154,2.1459721399099783,0.5150265926260069,0.630966770648213,2.394337640383012,1.9320890389001255,0.467063614785839,1.0051931002521102,1.102715771473442,1.5853670623461533,1.7705566380908928,0.7290530296822403,0.5591459195571208
0.13808233759542882,-1.2428955362485328,1.2692578365989442,0.9676093878748885,2.0320029902041825,0.8623551223210403,-0.5127076063060877,2.4963154777634218,0.9692910945190142,2.1583569620211724,0.4953785755263733,0.6693284339620099,2.3799166259123212,1.937051350223884,0.4760415653509292,1.031677026653965,1.0862747085929212,1.5932789484724557,1.7674262169849106,0.7169600006615193,0.5493231098423142
0.1412043554551263,-1.2578756630563819,1.2533185854982818,0.9570800099970576,2.0337803633518683,0.8611110116689471,-0.4988456192924033,2.516553073191027,0.9456358356673733,2.1541549532244786,0.5104211740599934,0.6481935260243976,2.387215548228803,1.9440470449540421,0.4624433621484808,1.0001031920960246,1.1085277563246982,1.5816816818290311,1.7585373053874114,0.7101935222297182,0.5661222858767584
0.13166288662688427,-1.2447155082034014,1.2646459437529858,0.9452044425999339,2.023084834369981,0.8678926159562494,-0.5300263969201086,2.510924211617659,0.9738509211740154,2.1643431834374907,0.49340616046533775,0.6800692685210946,2.374884414835768,1.947965923173793,0.4701685928806837,1.0229302893889285,1.094672636602726,1.58831431854073,1.7559464644105816,0.6995859914285492,0.5578152361078641
0.12721181917664287,-1.2624493829846979,1.2455454386466782,0.9324545996117048,2.0251619199609276,0.866321678124611,-0.5159010668945331,2.532608732087535,0.9481488608135588,2.160025988228902,0.5080305400275861,0.6651140743067062,2.382446775687683,1.952711423188865,0.4488875991480715,0.9997019934085762,1.1132363755728354,1.5781679423252475,1.749549829149542,0.6951236660396619,0.5686815499821692
