error,0.cx,0.cy,0.r,1.cx,1.cy,1.rx,1.ry
0.38586693663200566,0.0,0.0,1.0,1.0,0.0,1.0,1.0
0.03439307643397216,0.0,0.0,1.0,1.1169450948020658,0.0,0.7708812198302524,0.8293537672312852
0.012546714820053345,0.0,0.0,1.0,1.1031245610938605,0.0,0.7572217092307156,0.8098741319569517
0.004442949884548797,0.0,0.0,1.0,1.1054971170095103,0.0,0.7495592775503629,0.8038403145129517
0.003211384069125356,0.0,0.0,1.0,1.1036847954548585,0.0,0.7478016356462891,0.8013383832843564
0.0011052804811935157,0.0,0.0,1.0,1.1015219924265889,0.0,0.7491659460848753,0.8015858750565618
0.0009488710869274275,0.0,0.0,1.0,1.1010696815637433,0.0,0.7487294247159664,0.8009640095238406
0.0003017787701363184,0.0,0.0,1.0,1.1004301760015913,0.0,0.7491316658851638,0.8010379198419821
0.00024108841741463105,0.0,0.0,1.0,1.1002267450131877,0.0,0.7492595185873997,0.8010614696231982
0.00007917744613078481,0.0,0.0,1.0,1.1001279879859551,0.0,0.7491643549207336,0.8009258597189648
0.0000662530263250416,0.0,0.0,1.0,1.1000746103361474,0.0,0.7491978919957143,0.8009320479826351
0.00002055346232143762,0.0,0.0,1.0,1.1000474674118852,0.0,0.7491717418248292,0.800894782893565
0.000018289848267988296,0.0,0.0,1.0,1.100033611002646,0.0,0.7491804471077892,0.8008963899567743
5.4536886423817155e-6,0.0,0.0,1.0,1.1000261176341655,0.0,0.7491732281927777,0.8008861026555413
4.880534379386736e-6,0.0,0.0,1.0,1.1000238832349438,0.0,0.7491710756539618,0.8008830351846871
1.5499699852761228e-6,0.0,0.0,1.0,1.100020592937861,0.0,0.7491731427381391,0.8008834168419181
1.1674012394546907e-6,0.0,0.0,1.0,1.1000195479975259,0.0,0.7491737992049071,0.8008835380505399
4.1125497235450226e-7,0.0,0.0,1.0,1.1000190697059484,0.0,0.7491733384397845,0.8008828814371932
3.1875196002117967e-7,0.0,0.0,1.0,1.1000187924508644,0.0,0.7491735126205211,0.8008829135978345
1.0849368112242352e-7,0.0,0.0,1.0,1.1000186618561083,0.0,0.7491733868113843,0.8008827343135059
8.730415171354089e-8,0.0,0.0,1.0,1.1000185887130962,0.0,0.7491734327622052,0.8008827427978618
2.8398870144386024e-8,0.0,0.0,1.0,1.1000185529440096,0.0,0.7491733983038787,0.8008826936930176
2.4006005766574745e-8,0.0,0.0,1.0,1.100018533798388,0.0,0.7491734103317801,0.8008826959138498
7.353542746946218e-9,0.0,0.0,1.0,1.1000185239629687,0.0,0.749173400856781,0.8008826824115004
6.633412735768118e-9,0.0,0.0,1.0,1.1000185190054423,0.0,0.74917340397126,0.8008826829865581
1.9779285154175597e-9,0.0,0.0,1.0,1.1000185162876892,0.0,0.7491734013530993,0.8008826792555477
1.7379510330872705e-9,0.0,0.0,1.0,1.1000185154773188,0.0,0.749173400572425,0.8008826781430477
5.519379675522629e-10,0.0,0.0,1.0,1.1000185143056471,0.0,0.7491734013085072,0.800882678278958
4.264035791123888e-10,0.0,0.0,1.0,1.1000185139335479,0.0,0.749173401542272,0.8008826783221203
1.4570053497031665e-10,0.0,0.0,1.0,1.1000185137588474,0.0,0.7491734013739735,0.8008826780822866
1.1674256006344308e-10,0.0,0.0,1.0,1.1000185136606206,0.0,0.7491734014356827,0.8008826780936806
3.8177627725843877e-11,0.0,0.0,1.0,1.1000185136127905,0.0,0.7491734013896052,0.8008826780280179
3.208866505843844e-11,0.0,0.0,1.0,1.1000185135870524,0.0,0.7491734014057747,0.8008826780310034
9.907935583086669e-12,0.0,0.0,1.0,1.1000185135739053,0.0,0.7491734013931095,0.800882678012955
8.864520228968331e-12,0.0,0.0,1.0,1.1000185135672258,0.0,0.7491734013973058,0.8008826780137298
2.6459390234379043e-12,0.0,0.0,1.0,1.100018513563594,0.0,0.7491734013938071,0.8008826780087439
2.3404056470610612e-12,0.0,0.0,1.0,1.10001851356251,0.0,0.7491734013927627,0.8008826780072557
7.473743846020398e-13,0.0,0.0,1.0,1.1000185135609322,0.0,0.7491734013937539,0.8008826780074387
5.598854713184664e-13,0.0,0.0,1.0,1.1000185135604283,0.0,0.7491734013940704,0.8008826780074971
2.001454557643001e-13,0.0,0.0,1.0,1.100018513560199,0.0,0.7491734013938495,0.8008826780071823
1.588729148238599e-13,0.0,0.0,1.0,1.100018513560064,0.0,0.7491734013939343,0.8008826780071979
5.35682609381638e-14,0.0,0.0,1.0,1.100018513559999,0.0,0.7491734013938716,0.8008826780071086
4.601874437071274e-14,0.0,0.0,1.0,1.1000185135599627,0.0,0.7491734013938942,0.8008826780071128
9.631184738623233e-15,0.0,0.0,1.0,1.1000185135599438,0.0,0.749173401393876,0.8008826780070869
5.245803791353865e-15,0.0,0.0,1.0,1.1000185135599398,0.0,0.7491734013938722,0.8008826780070815
3.0253577421035516e-15,0.0,0.0,1.0,1.1000185135599363,0.0,0.7491734013938744,0.8008826780070819
2.7478019859472624e-15,0.0,0.0,1.0,1.1000185135599343,0.0,0.7491734013938758,0.8008826780070821
1.1657341758564144e-15,0.0,0.0,1.0,1.1000185135599332,0.0,0.7491734013938747,0.8008826780070806
7.771561172376096e-16,0.0,0.0,1.0,1.1000185135599323,0.0,0.7491734013938751,0.8008826780070807
7.771561172376096e-16,0.0,0.0,1.0,1.1000185135599319,0.0,0.7491734013938754,0.8008826780070808
2.220446049250313e-16,0.0,0.0,1.0,1.1000185135599316,0.0,0.7491734013938751,0.8008826780070804
1.942890293094024e-16,0.0,0.0,1.0,1.1000185135599314,0.0,0.7491734013938752,0.8008826780070804
1.6653345369377348e-16,0.0,0.0,1.0,1.1000185135599312,0.0,0.7491734013938753,0.8008826780070804
1.1102230246251565e-16,0.0,0.0,1.0,1.1000185135599312,0.0,0.7491734013938752,0.8008826780070802
1.942890293094024e-16,0.0,0.0,1.0,1.1000185135599312,0.0,0.7491734013938751,0.8008826780070802
2.220446049250313e-16,0.0,0.0,1.0,1.1000185135599314,0.0,0.749173401393875,0.8008826780070802
1.942890293094024e-16,0.0,0.0,1.0,1.1000185135599314,0.0,0.7491734013938751,0.8008826780070804
