error,0.cx,0.cy,0.rx,0.ry,1.cx,1.cy,1.rx,1.ry,2.cx,2.cy,2.rx,2.ry,3.cx,3.cy,3.rx,3.ry
0.759049234312792,0.4472135954999579,1.7888543819998317,1.0,2.0,1.4472135954999579,1.7888543819998317,1.0,2.0,1.7888543819998317,1.4472135954999579,2.0,1.0,1.7888543819998317,0.4472135954999579,2.0,1.0
0.6538839531492375,0.4472135954999579,1.7888543819998317,1.0,2.0,1.4110019043056252,1.8898117748143872,0.9608228010062531,2.088560159034074,2.0617734451265908,1.2555772364755116,1.9420694564285637,0.8133090820806557,1.80483997383897,0.4699128430815277,1.7881199794871268,0.7424108264849418
0.4010323536188273,0.4472135954999579,1.7888543819998317,1.0,2.0,1.626779060823266,2.0336009916273214,0.8534470445368949,2.033610839324698,2.0607967904410907,1.2408973308988613,1.8112125424287786,0.5400687070279984,1.9392624045583169,0.36749353516429134,1.7488558014529008,0.8173861605405234
0.3911861420627566,0.4472135954999579,1.7888543819998317,1.0,2.0,1.7246167870926326,2.0544661972127094,0.7969232591881855,2.078908697214054,2.1465084069971083,1.1831334517092948,1.7884608530213846,0.47802420583560995,1.9476339150719157,0.4420172007974646,1.6172668479089973,0.6575081600538807
0.32722652516081707,0.4472135954999579,1.7888543819998317,1.0,2.0,1.596794357522923,2.171847831115186,0.9342900860126231,2.066649732563341,2.1748059296567,1.1731661102986817,1.805701617296349,0.38681506297910373,1.9567287896822836,0.33025159730208653,1.6413763446106981,0.7138473117316291
0.2949126114818764,0.4472135954999579,1.7888543819998317,1.0,2.0,1.6900407385924943,2.2609498113777002,0.7962086164532158,2.0153238649962533,2.2044162524293602,1.089116254188674,1.7948454164094376,0.3695753221175952,2.0109349668528385,0.3297031996400794,1.6172425354169848,0.761341243882246
0.2622166869450875,0.4472135954999579,1.7888543819998317,1.0,2.0,1.7336409749877368,2.257160049245065,0.9276314885301988,2.121340115891282,2.236140631529453,1.1190758295439356,1.8155934417384951,0.32816609106685635,1.9739314136964536,0.3357514238054203,1.5889818855363438,0.6842925294061085
0.250618387140889,0.4472135954999579,1.7888543819998317,1.0,2.0,1.7973625581764279,2.330164405124531,0.8239233312775637,2.0804384130677938,2.267256618667344,1.0728123631701738,1.8000815569450899,0.2662999581279856,2.0290818247108358,0.3139648192110833,1.5599142457685051,0.7025985563765786
0.2117196721725191,0.4472135954999579,1.7888543819998317,1.0,2.0,1.7426519157060123,2.3654581641148815,0.9593639666291196,2.111401385555427,2.2819808517735574,1.0083869062383877,1.8087021924720772,0.28395730969990424,2.015513863553363,0.34950963080531355,1.545283572731161,0.6739664541782261
0.21845231097985623,0.4472135954999579,1.7888543819998317,1.0,2.0,1.748574992470886,2.4595127716749166,1.0127686971378334,2.098457371032186,2.296224864946644,0.9699181768745742,1.818666548040688,0.27143804828657414,2.0322619719802466,0.30444602797939607,1.5730256027258254,0.7449860979404987
0.21417917241339887,0.4472135954999579,1.7888543819998317,1.0,2.0,1.8353915136649381,2.444552556804661,0.9851168629197451,2.144497669696172,2.314629255486325,0.9697325292592318,1.812231696787309,0.21336985031087827,2.032392957880864,0.33558944813019875,1.5192724336023549,0.6733842083228606
0.19369693233964794,0.4472135954999579,1.7888543819998317,1.0,2.0,1.7900002351194926,2.433420382520303,0.9481433727315588,2.1296363850768074,2.329051130665603,1.0336612975191468,1.8223432727928657,0.22499023348788283,2.0580338769273587,0.2667806587860515,1.5559134792561706,0.7596316078360741
0.2150157193428073,0.4472135954999579,1.7888543819998317,1.0,2.0,1.8215780226994414,2.476905855768416,1.0294938970663154,2.167855868961015,2.3419990654227276,0.9744413957068679,1.8311222713050097,0.2553763705228358,2.0430846197968737,0.30588953658894025,1.5400093657767369,0.7324962690375587
0.19292186692493596,0.4472135954999579,1.7888543819998317,1.0,2.0,1.8345844199010246,2.455946447903979,0.9048594699523773,2.1379617285854295,2.3596620414696714,1.012924728795326,1.827083649135385,0.2361984068822896,2.079615953907978,0.27319334615259183,1.5330132472282616,0.7639306716405796
0.19832224177344807,0.4472135954999579,1.7888543819998317,1.0,2.0,1.864683694220677,2.455758886206607,0.9966717693065683,2.2101820651927144,2.374347175916621,0.9934873189083867,1.8351377709134196,0.2284975475041038,2.0652897654907583,0.31226738877561927,1.515656558056458,0.7333521702859376
